"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"GOCC_MEMBRANE_MICRODOMAIN",0.00512739185181475,0.416344218367358,0.407017918923954,-0.297142848083317,-1.48420673155464,179,"Sgca; Lamtor1; Fyb2; Stim1; Nos1ap; Itgb1; Stx12; Hmox1; F2r; Ctsd; Cacna1h; Mme; Abca1; Smo; Capn2; Erbb4; Slc25a4; Src; Best1; Tex101; Cd55; Tek; Bcl10; Tfpi; Fxyd1; Sorbs1; Insr; Lrrk2; Selplg; Hpse; Asah2; Adcyap1r1; Slc2a4; Smpd2; Il6st; Slc25a5; Tlr2; Prkar1a; Flot1; Cav1; Sdcbp"
"GOCC_MITOCHONDRIAL_MATRIX",0.00381692888516882,0.416344218367358,0.431707695803346,-0.284367292022714,-1.45714419253343,214,"Pcca; Mrpl19; Prorp; Mrpl14; Oat; Mrps18c; Mrpl35; Ak4; Dld; Ogdhl; Etfa; Grpel1; Acat1; Dars2; Pdpr; Glud1; Mrpl17; Pccb; Hsd17b10; Acot13; Nags; Mrpl22; Mrpl40; Nsun3; C1qbp; Acaa2; Foxo3; Mrpl3; Mrpl18; Mettl17; Lrrk2; Ndufa7; Ndufa9; Tufm; Cox10; Mrpl48; Slc27a3; Mrpl4; Etfb; Alas2; Slc25a5; Mrps16; Mrpl52; Cbr4; Mrpl11; Nme6; Acacb; Acadvl; Iscu; Fdx1; Lactb2; Sardh; Twnk; Mrps23; Ppm1k; Mrm1; Cs; Rps3; Coq5; Mrps31; Cdk1; Mars2; Mrpl46; Maip1; Mrps30"
"GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX",0.00267721502301403,0.416344218367358,0.431707695803346,-0.295283181633204,-1.50402749407214,209,"Mrpl19; Prorp; Mrpl14; Mrps18c; Mrpl35; AA467197; Etfa; Grpel1; Mtx1; Ndufb11; Timm23; Slc25a4; Ndufb11b; Mrpl17; Atp5pb; Hsd17b10; Ndufa2; Tomm6; Pdss1; Mrpl22; Mrpl40; Nsun3; Chchd3; Ndufa1; Cox5b; Mrpl3; Ndufs7; Atp5mk; Mrpl18; Ndufc1; Atp5f1e; Cox7c; Cox6b1; Micu3; Ndufa7; Ndufa9; Ndufs3; Mrpl48; Ndufs2; Uqcrfs1; Cox4i1; Mrpl4; Etfb; Ndufb6; Slc25a5; Mrps16; Mrpl52; Mrpl11; Acacb; Atp5mg; Iscu; Ndufb3; Timm50; mt-Co2; Mrps23; Cox7b; Ndufa11; Ndufa6; Ndufc2; Mrps31; Mrpl46; Ndufb7; Mrps30; Trmt10b; Atp5mf; Ndufs1; Afg3l2; Tomm5; Mrpl41; Timm44; Dnajc15; Dnajc19"
"GOCC_ORGANELLE_INNER_MEMBRANE",0.00486283318963222,0.416344218367358,0.407017918923954,-0.254362683445666,-1.41496895005916,408,"Mfsd10; Dele1; Star; Mrpl19; Cyp11a1; Mrpl14; Mrps18c; Mrpl35; Mpv17; Coq6; AA467197; Tmem186; Slc25a26; Grpel1; Exog; Aqp8; Mtx1; Coa3; Lbr; Acat1; Abcb7; Ndufb11; Abcb8; Timm23; Them4; Slc25a4; Src; Tmem126a; Uqcc4; Glud1; Ndufb11b; Mrpl17; Atp5pb; Aifm3; Slc25a27; Hsd17b10; Ndufa2; Pdss1; Mrpl22; Mrpl40; Chchd3; Acaa2; Ndufa1; Maob; Cox5b; Mrpl3; Plscr3; Abcb10; Ndufs7; Atp5mk; Tmem223; Mrpl18; Aifm1; Tmem120b; Psen2; Ndufc1; Atp5f1e; Cox7c; Lrrk2; Cox6b1; Micu3; Ndufa7; Ndufa9; Ndufs3; Tufm; Mrpl48; Nrm; Ndufs2; Uqcrfs1; Cox4i1; Mrpl4; Ndufb6; Kcnh1; Gcdh; Alas2; Slc25a5; Mrps16; Cyp11b1; Mrpl52; Slc25a1; Mrpl11; Dusp18; Tmem70; Nme6; Cyp27a1; Dhrs1; Atp5mg; Slc8b1; Acadvl; Vdac3; Fdx1; Cox20; Sqor; Ndufb3; Timm50; mt-Co2; Dpy19l2; Sun2; Twnk; Mrps23; Ifi27; Cox7b; Rps3; Ndufa11; Noa1; Coq5; Ndufa6; Ern1; Ndufc2; Dnajc30; Mrps31; Tmem65; Mrpl46; Ndufb7; Maip1; Terb2; Mrps30; Bcs1l; Guf1; Dpy19l4; Slc25a24; Trmt10b; Slc25a16; Atp5mf; Slc25a23; Ndufs1; Afg3l2; Slc25a37; Ptpmt1; Mrpl41; Timm44; Coq2; Dnajc15; Dnajc19"
"GOCC_PROTEIN_FOLDING_CHAPERONE_COMPLEX",0.00220893878797247,0.416344218367358,0.431707695803346,0.574278058147176,1.93775102152678,25,"Hspa8; Ccdc47; Wdr83os; Cct6b; Psmg2; Dnajb11; Hsf1; Cct4; Stip1"
"GOCC_LATE_ENDOSOME",0.00814839172178335,0.55137450650734,0.380730400722792,-0.28876756349414,-1.44163936303156,175,"Lamtor1; Sdf4; Ticam2; Rnf148; F2r; Negr1; Apoe; Gnpnat1; Chmp3; Slc9a6; Pld3; Smo; Pcsk9; Lamtor4; Vps13c; Src; Atp9a; Vps26b; Vps35; Cd63; Htt; Grn; Entrep1; Trf; Abca5; Atp10b; Rab14; Lrrk2; Rnf128; Tpt1; Uvrag; Pxk; Pmel; Ctns; H2-DMb2; Slc2a4; Dync1li1; Rab11a; Lgmn; Mr1; Tsg101; Clec16a; Vta1; Tmem9; Prkar1a; Rab9; Derl1; Tcirg1; Cyb561a3; Mtm1; Slc31a2; Ldlr; Ctss; Chmp1b2"
"GOCC_MAIN_AXON",0.00958312910260072,0.555821487950842,0.380730400722792,0.406159595239889,1.60030186277411,47,"Trpm7; Kcna2; Ank3; Dlg2; Kcnc2; Dnm1; Scn8a; Tnfrsf1b; Map1b; Ank1; Crhbp; Myo1d; Camk2d; Cd40; Kcnj11; Sptbn4"
"GOCC_APICAL_DENDRITE",0.121212121212121,0.783783783783784,0.181383128498408,0.433239679112889,1.35614946197676,19,"Rasgrf1; Osbp2; Map1b; Neurl1a; Nefh; Myo1d"
"GOCC_AXONEMAL_A_TUBULE_INNER_SHEATH",0.0289609041097044,0.783783783783784,0.352487857583619,-0.471466348211052,-1.57315692738005,24,"Tekt2; Spmip6; Tekt3; Tekt1; Spmip9; Cfap53"
"GOCC_AXONEMAL_MICROTUBULE",0.112426035502959,0.783783783783784,0.186432558434075,-0.340540058898017,-1.29255965444511,40,"Tekt2; Spmip6; Tekt3; Cfap210; Cfap77; Ift70a1; Tekt1; Spmip9; Cfap53"
