"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"GOMF_OLFACTORY_RECEPTOR_ACTIVITY",1.49931877299628e-05,0.00833621237785933,0.593325476396405,0.408929538170082,1.97206223291519,138,"Or4e2; Or4b13; Or3a1b; Or6d15; Or4k35; Or5b21; Or51a43; Or10g3; Or4k36; Or6d12; Or1e21; Or2ag15; Or13a18; Or6d14; Or5bb10; Or13l2; Or51a42; Or2ak7; Or2y1g; Or2ag18; Or2y1b; Or52r1; Or13a19; Or10s1; Or9q2; Or6b13; Or13c7d; Or52s19; Or8b56; Or10d5; Or11g27; Or10am5; Or6d13; Or1m1; Or4c119; Or10j5; Or2t44; Or8s5; Or13a28; Or6f2; Or2ak4; Or51h7; Or52b2; Or52x1; Or2k2; Or6c1b; Or8b8; Or52n4; Or52a5; Or2ag2b; Or55b10; Or10d5j; Or6z6; Or1f19; Or10g1; Or8c20; Or51k2"
"GOMF_CALCIUM_DEPENDENT_PROTEIN_BINDING",0.000513642476831561,0.142792608559174,0.477270815362862,0.489719196415101,1.92404537725228,46,"Anxa3; Stx2; Anxa11; Vamp2; Mgp; Tnnc1; Pef1; Anxa1; Syt6; Tnni3; Pdcd6; S100b; Slc9a1; Myo1d; Cd177; S100a7a; Syt8; Syn1"
"GOMF_LIPASE_ACTIVITY",0.00219365181627614,0.406556803283178,0.431707695803346,-0.409952343597658,-1.77508682198995,76,"Gdpd3; Ces1d; Pla2g2e; Pnpla8; Pla2g3; Hmox1; Plch2; Plce1; Pld3; Pgap6; Proca1; Daglb; Pld1; Pld6; Pla2g12a; Plcb1; Aspg; Plb1; Smpd2; Lipi; Abhd12; Ccl5; Smpdl3a; Pla2g2a; Lypla1; Plcg1; Abhd2; Pla2g2d; Ces1a; Smpd4; Abhd6"
"GOMF_PHOSPHOLIPASE_ACTIVITY",0.0047256738796256,0.656868669267958,0.407017918923954,-0.41907199539353,-1.76916250446554,65,"Gdpd3; Pla2g2e; Pnpla8; Pla2g3; Hmox1; Plch2; Plce1; Pld3; Pgap6; Proca1; Pld1; Pld6; Pla2g12a; Plcb1; Aspg; Plb1; Smpd2; Lipi; Abhd12; Ccl5; Smpdl3a; Pla2g2a; Lypla1; Plcg1; Pla2g2d; Smpd4; Abhd6"
"GOMF_PHOSPHATIDYLINOSITOL_3_KINASE_BINDING",0.00596720989241693,0.663553740036763,0.407017918923954,0.501070115217734,1.70164041288073,26,"Pik3ap1; Lck; Fyn; Igf1r; Pik3r1; Flt3; Hcst; Coro1a; Ptpn13; Cd2ap"
"GOMF_CALCIUM_CHANNEL_ACTIVITY",0.0090156080653904,0.664384552769441,0.380730400722792,0.392236423731297,1.62097845458787,55,"Trpm7; Cacna1a; Sec61a1; Cacng4; Cacna1d; Htr1b; Pkd1l3; Slc24a1; Catsper4; Ryr3; Itgav; Trpm4; Tpcn2; Trpv1; Nalf1; Pkdrej; Grin3b; Grin2d"
"GOMF_MONOATOMIC_CATION_CHANNEL_ACTIVITY",0.011949362459882,0.664384552769441,0.380730400722792,0.290746168915232,1.42523404705563,155,"P2rx5; Trpm7; Kcna2; Asic2; Cacna1a; Kcnb2; Asic4; Kcnq1; Kcnk2; Sec61a1; Cacng4; Chrnb4; Cacna1d; Cngb3; Htr1b; Kcnk13; Pkd1l3; Slc24a1; Kcnh6; Kcnj6; Kcnc2; Scn8a; Catsper4; Cngb1; Abcc8; Asic5; Ryr3; Scn5a; Itgav; Trpm4; Tpcn2; Trpv1; Nalf1; Atp5pf; Pkdrej; P2rx3; Grin3b; Grin2d; Atp5po; Scn7a; Grik4; Kcnma1; Kcnmb2; Lrrc26; Lrrc55; Kcnj11; Kcns3; Cacnb3; Cacng7; Cacnb4; Cacna1i; Atp5f1d; Trpm3; Piezo1; Htr3b; Hcn4; Abcc9; Chrne; Pkd2l2"
"GOMF_ODORANT_BINDING",0.00736923005125473,0.664384552769441,0.407017918923954,0.483960167471799,1.77563201757509,33,"Or4e2; Or5b21; Or13a18; Or5bb10; Or13l2; Or13a19; Or9q2; Or8b56; Or8s5; Or13a28"
"GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS",0.011468359299641,0.664384552769441,0.380730400722792,-0.476671930723471,-1.66168907083915,29,"Dld; Selenot; Pcyox1; Ifi30; Txnrd1; Sqor; Txndc5; Pdia4; Tmx1; Msrb2; Tmx3; Txndc12; Gsto2"
"GOMF_WNT_PROTEIN_BINDING",0.0104809629636682,0.664384552769441,0.380730400722792,-0.53916325109181,-1.67504676661705,19,"Nid1; Fzd8; Fzd5; Ror2; Fzd4; Fzd10; Frzb; Fzd9; Fzd1; Trabd2b; Sfrp2; Fzd7"
"GOMF_ACETYLTRANSFERASE_ACTIVITY",0.0603210789644649,0.666919191919192,0.321775918075361,-0.344652113622907,-1.42392740622377,60,"Sat1; Hgsnat; Naa30; Naa50; Ncoa3; Acat2; Gnpnat1; Acat1; Taf1; Kat14; Nags; Acaa2"
"GOMF_ACYLTRANSFERASE_ACTIVITY_TRANSFERRING_GROUPS_OTHER_THAN_AMINO_ACYL_GROUPS",0.0473693498663156,0.666919191919192,0.321775918075361,-0.282679410425118,-1.34381924252766,123,"Gpat3; Sat1; Hgsnat; Zdhhc13; Osgep; Naa30; Naa50; Ncoa3; Acat2; Gnpnat1; Zdhhc16; Acat1; Sptlc2; Taf1; Kat14; Nags; Agpat5; Acaa2; Elovl6; Mboat7; Mcat; Elovl1; Aspg; Cln5; Slc27a3; Glul; Alas2; Zdhhc17; Zdhhc23; Acat3; Clock"
"GOMF_ANTIGEN_BINDING",0.0538302277432712,0.666919191919192,0.282013350011725,0.390577426256698,1.43414241425918,34,"H2-T23; H2-Oa; Lck; H2-Q1; Ep300; Tap1; H2-Q4; Sirpa; H2-K1; Psap; Cd40"
"GOMF_ATP_DEPENDENT_ACTIVITY_ACTING_ON_RNA",0.0473484848484848,0.666919191919192,0.287857117255149,-0.380904241591972,-1.46693516369072,44,"Dhx33; Ddx52; Zcwpw2; Ddx46; Ddx27; Ddx21; Ddx10; Ythdc2; Ddx3y; Ddx54; Tdrd12; Ddx11; Dhx37; Rigi"
"GOMF_CALCIUM_ION_BINDING",0.0505050505050505,0.666919191919192,0.287857117255149,-0.231713546843768,-1.24929057452858,337,"Sgca; Calml4; Crtac1; Pla2g2e; Spock2; Sdf4; Stim1; Nid2; Itgb1; Pls3; Nid1; Chp2; Dlk2; Plch2; Slit3; Cdh4; Sri; Ihh; Capn2; Calm4; Efcab10; Ccbe1; Fat3; Glce; Syt3; Capsl; Calu; Fat4; Efcab7; Try4; Rph3a; Efemp1; Notch2; Prkcsh; Chordc1; Plscr3; Pla2g12a; Prss1l; Prss2; Efcab3; Syt5; Tpt1; Micu3; Efcab9; Myl6; Fkbp7; Fstl4; Sparcl1; Plcb1; Atp2b2; Ehd1; Asah2; Gas6; Myl10; Hmcn1; Adgre5; Ehd4; Anxa5; Tbc1d8b; Unc13b; Fstl1; Gnptab; Proc; Calr4; Cacna1b; Creld1; Ttyh2; Pla2g2a; Ldlr; Prf1; Tpd52; Syt4; Aoc1l2; Myl6b; Pclo; Plcg1; Cabp2; Egf; Acer3; Necab3; Oit3; Hspg2; Slc25a24; Reps2; Slc25a23; Jag1; C2cd5; Tbc1d9b; Pla2g2d; Colec11; Epdr1; Ppp3r2; Ninl; Cetn4"
"GOMF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",0.0178845726558918,0.666919191919192,0.352487857583619,0.361090602793665,1.55050245337294,66,"Trpm7; Atp2b4; Cacna1a; Sec61a1; Cacng4; Cacna1d; Htr1b; Pkd1l3; Slc24a1; Catsper4; Ryr3; Itgav; Trpm4; Tpcn2; Trpv1; Nalf1; Pkdrej; Grin3b; Grin2d"
"GOMF_CARBOXYLIC_ESTER_HYDROLASE_ACTIVITY",0.0301268852235948,0.666919191919192,0.352487857583619,-0.319588011173071,-1.41413737133218,88,"Gdpd3; Ces1d; Pla2g2e; Pnpla8; Pla2g3; Lyplal1; Pgap6; Proca1; Iars2; Daglb; Vars1; Acot10; Pla2g12a; Aspg; Plb1; Lars1; Esd; Abhd12; Pon2; Ndst3; Ndst2; Pgap1; Pla2g2a; Lypla1; Acot12; Aars1; Abhd2; Pla2g2d; Ces1a; Abhd6; Ptrh2"
"GOMF_CARGO_RECEPTOR_ACTIVITY",0.0664136622390892,0.666919191919192,0.241339976815091,-0.376438596768729,-1.4108374882821,40,"Tmed6; Lrp10; Folr1; Tmed3; Abca1; Cxcl16"
